"","Program","Year","Period","State","State.ANSI","Fruit","crop_type","Totals","Fresh Market","Process Market","Metric","Domain","Domain.Category","Value","CV...."
"668","CENSUS",2016,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"669","CENSUS",2016,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"670","CENSUS",2016,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"671","CENSUS",2016,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"672","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","8.7"
"673","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","56","12.4"
"674","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23,819","10.9"
"675","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","56","12.4"
"676","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","8.7"
"677","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23,819","10.9"
"678","CENSUS",2016,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","56","12.3"
"679","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","8.7"
"680","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","715","12.4"
"681","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","204,896","10.9"
"682","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","715","12.4"
"683","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","8.7"
"684","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","204,896","10.9"
"685","CENSUS",2016,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","715","12.3"
"686","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","28.7"
"687","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","427","30.5"
"688","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","126,898","29"
"689","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","427","30.5"
"690","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","28.7"
"691","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"692","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"693","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","34.4"
"694","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"695","CENSUS",2016,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"696","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","30.4"
"697","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","254","35.2"
"698","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","66,010","33.7"
"699","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","253","35.2"
"700","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","30.4"
"701","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","66,010","33.7"
"702","CENSUS",2016,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","253","35.2"
"703","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","28.7"
"704","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"705","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"706","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"707","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","28.7"
"708","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"709","CENSUS",2016,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"710","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","22.8"
"711","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","35.7"
"712","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","780","38.4"
"713","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","35.7"
"714","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","22.8"
"715","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","780","38.4"
"716","CENSUS",2016,"YEAR","MONTANA",30,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","35.7"
"717","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","8.7"
"718","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","15","12.4"
"719","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"720","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","15","12.4"
"721","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3","8.7"
"722","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"723","CENSUS",2016,"YEAR","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","15","12.3"
"724","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","8.7"
"725","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","111","12.4"
"726","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","38,966","10.9"
"727","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","111","12.4"
"728","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","8.7"
"729","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","38,966","10.9"
"730","CENSUS",2016,"YEAR","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","111","12.3"
"731","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32","11.9"
"732","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,012","19.6"
"733","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","459,144","22.7"
"734","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,012","19.6"
"735","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32","11.9"
"736","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"737","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"738","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","(H)"
"739","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"740","CENSUS",2016,"YEAR","NEW YORK",36,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"741","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","13.6"
"742","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,308","25"
"743","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","358,487","23.1"
"744","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,308","25"
"745","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10","13.6"
"746","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","358,487","23.2"
"747","CENSUS",2016,"YEAR","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,308","25.1"
"748","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","32.9"
"749","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"750","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"751","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"752","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","32.9"
"753","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"754","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"755","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","64.2"
"756","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"757","CENSUS",2016,"YEAR","NORTH DAKOTA",38,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"758","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","15.6"
"759","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","534","23.2"
"760","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","121,724","24.5"
"761","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","534","23.2"
"762","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","17","15.6"
"763","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","121,724","24.5"
"764","CENSUS",2016,"YEAR","OHIO",39,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","534","23.2"
"765","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","24.2"
"766","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"767","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"768","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"769","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","24.2"
"770","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"771","CENSUS",2016,"YEAR","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"772","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","25","9.2"
"773","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,832","24.7"
"774","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,752,592","25.4"
"775","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,832","24.7"
"776","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","23","9"
"777","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"778","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,980","12.2"
"779","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","33.5"
"780","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"781","CENSUS",2016,"YEAR","OREGON",41,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,852","39.3"
"782","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","22.5"
"783","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","285","21.9"
"784","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","87,015","22.6"
"785","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","285","21.9"
"786","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","22.5"
"787","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","87,015","22.6"
"788","CENSUS",2016,"YEAR","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","285","21.9"
"789","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","8.7"
"790","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","138","12.4"
"791","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","47,750","10.9"
"792","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","138","12.4"
"793","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","8.7"
"794","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","47,750","10.9"
"795","CENSUS",2016,"YEAR","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","138","12.3"
"796","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","13"
"797","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","159","23"
"798","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"799","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","159","23.1"
"800","CENSUS",2016,"YEAR","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","14"
